Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Study_Efficiency,Score_Improvement,Performance_Category
32,1,20,7,5,70,8,91,Yes,High,91.4,13.05714285714286,0.4000000000000057,2
33,0,18,5,4,87,5,45,Yes,Low,63.1,12.62,18.1,1
34,0,21,1,5,91,2,58,No,Low,53.5,53.5,-4.5,0
35,0,18,6,4,64,8,44,Yes,Low,56.8,9.466666666666669,12.799999999999995,0
36,1,19,5,8,97,0,71,No,Medium,73.5,14.7,2.5,1
37,0,19,3,7,69,9,49,No,Medium,63.3,21.1,14.299999999999995,1
38,1,19,7,4,99,2,48,No,Low,86.9,12.414285714285716,38.900000000000006,2
39,1,19,9,8,83,0,66,No,High,105.3,11.7,39.3,2
40,1,20,9,7,94,1,52,No,High,93.0,10.333333333333334,41.0,2
41,1,21,9,6,82,7,58,Yes,High,90.8,10.088888888888889,32.8,2
42,1,18,2,4,76,6,60,Yes,Low,55.8,27.9,-4.200000000000003,0
43,0,18,3,4,60,1,63,Yes,High,53.2,17.733333333333334,-9.799999999999995,0
44,0,19,7,6,90,1,77,Yes,Low,98.8,14.114285714285714,21.8,2
45,0,19,5,6,90,8,43,Yes,Medium,64.2,12.84,21.200000000000003,1
46,0,17,2,4,93,5,63,No,High,56.1,28.05,-6.899999999999999,0
47,0,21,3,6,68,4,74,No,Medium,74.0,24.666666666666668,0.0,1
48,1,20,6,5,81,9,42,Yes,High,63.1,10.516666666666667,21.1,1
49,0,18,7,7,72,5,43,Yes,Low,81.8,11.685714285714283,38.8,1
50,0,17,9,7,84,8,76,Yes,Low,107.6,11.955555555555556,31.599999999999994,2
51,1,17,1,7,77,6,79,No,Low,52.7,52.7,-26.3,0
52,0,18,7,5,71,9,87,No,Low,88.1,12.585714285714284,1.0999999999999943,2
53,1,20,8,6,99,9,93,No,High,112.9,14.1125,19.90000000000001,2
54,0,17,3,8,76,8,74,Yes,Medium,61.4,20.466666666666665,-12.6,1
55,1,17,4,6,74,3,70,Yes,Low,72.2,18.05,2.200000000000003,1
56,0,21,6,4,74,1,83,Yes,High,75.4,12.566666666666668,-7.599999999999994,1
57,0,20,7,7,74,7,64,Yes,Medium,84.8,12.114285714285714,20.8,1
58,1,17,4,6,98,3,79,No,Low,74.0,18.5,-5.0,1
59,1,20,8,8,72,8,52,Yes,Medium,85.4,10.675,33.400000000000006,2
60,1,18,5,4,76,3,43,Yes,Low,57.0,11.4,14.0,0
61,1,19,1,5,91,7,85,Yes,Medium,60.3,60.3,-24.700000000000003,1
62,1,17,4,5,68,8,53,No,Medium,57.6,14.4,4.600000000000001,0
63,1,21,3,8,99,8,52,No,Low,55.5,18.5,3.5,0
64,1,18,9,4,79,9,66,Yes,High,96.1,10.677777777777775,30.099999999999994,2
65,1,20,8,7,85,3,45,No,Medium,83.5,10.4375,38.5,1
66,0,18,1,6,86,0,56,No,Low,50.2,50.2,-5.799999999999997,0
67,0,17,6,4,80,2,75,No,Medium,79.0,13.166666666666666,4.0,1
68,1,20,9,5,77,8,79,No,Medium,90.7,10.077777777777778,11.700000000000005,2
69,0,19,7,8,72,3,88,No,High,99.8,14.257142857142856,11.799999999999995,2
70,0,18,4,8,75,4,74,Yes,Medium,81.1,20.275,7.099999999999994,1
71,0,17,1,6,68,6,56,Yes,Medium,56.8,56.8,0.7999999999999972,0
72,0,21,2,8,71,4,80,Yes,Low,66.3,33.15,-13.700000000000005,1
73,1,20,5,8,97,3,41,No,Low,60.5,12.1,19.5,1
74,0,18,5,4,78,1,52,No,High,68.2,13.64,16.200000000000003,1
75,1,18,8,7,66,1,91,No,Medium,101.2,12.65,10.200000000000005,2
76,0,19,6,6,94,3,41,No,Medium,67.6,11.266666666666666,26.599999999999994,1
77,0,19,8,4,77,9,91,Yes,Medium,99.5,12.4375,8.5,2
78,0,21,2,7,75,9,67,Yes,High,64.3,32.15,-2.700000000000003,1
79,1,21,3,4,98,8,82,Yes,Medium,86.2,28.73333333333333,4.200000000000003,2
80,0,17,6,4,63,7,65,Yes,Low,64.9,10.816666666666668,-0.0999999999999943,1
81,1,17,3,8,84,2,61,Yes,High,69.6,23.2,8.599999999999994,1
82,0,21,6,7,91,8,86,Yes,Low,99.7,16.616666666666667,13.700000000000005,2
83,1,21,6,6,99,4,82,No,Low,90.5,15.083333333333334,8.5,2
84,0,20,2,6,72,2,94,No,High,67.2,33.6,-26.8,1
85,1,19,7,7,76,4,42,Yes,Low,72.6,10.37142857142857,30.599999999999994,1
86,1,17,2,8,96,9,74,No,Medium,74.4,37.2,0.4000000000000057,1
87,0,19,6,5,65,3,51,Yes,High,70.9,11.816666666666668,19.90000000000001,1
88,1,19,1,4,78,7,63,Yes,Low,55.6,55.6,-7.399999999999999,0
89,0,21,3,8,72,4,44,No,Medium,51.2,17.066666666666666,7.200000000000003,0
90,0,20,2,7,85,9,59,Yes,Medium,64.1,32.05,5.099999999999994,1
91,0,18,7,4,73,7,78,Yes,Low,95.1,13.585714285714284,17.099999999999994,2
92,0,20,4,6,90,8,78,Yes,Medium,68.2,17.05,-9.799999999999995,1
93,0,20,8,5,63,3,52,No,High,69.7,8.7125,17.700000000000003,1
94,0,19,6,6,98,6,80,No,Low,92.4,15.4,12.400000000000006,2
95,0,20,4,7,67,1,92,No,Medium,71.9,17.975,-20.099999999999994,1
96,0,17,5,4,84,5,84,No,Medium,81.8,16.36,-2.200000000000003,1
97,0,19,9,7,72,7,51,Yes,Low,81.0,9.0,30.0,1
98,0,17,7,4,91,6,52,No,Low,88.1,12.585714285714284,36.1,2
99,0,18,9,8,97,6,49,No,Low,100.7,11.18888888888889,51.7,2
100,1,19,7,5,97,7,72,No,Low,98.9,14.12857142857143,26.90000000000001,2
101,1,18,1,8,87,6,79,Yes,High,69.7,69.7,-9.299999999999995,1
102,0,19,8,8,89,4,93,No,Low,93.9,11.7375,0.9000000000000057,2
103,0,21,4,7,62,6,55,No,High,68.6,17.15,13.599999999999994,1
104,0,20,3,5,87,9,84,Yes,High,71.7,23.9,-12.299999999999995,1
105,0,21,7,4,62,2,74,Yes,Low,75.2,10.742857142857144,1.2000000000000028,1
106,0,18,3,4,93,4,42,Yes,High,53.7,17.900000000000002,11.700000000000005,0
107,0,20,8,6,75,6,44,Yes,Low,77.1,9.6375,33.099999999999994,1
108,0,19,6,4,81,8,65,No,Low,88.3,14.716666666666669,23.3,2
109,0,20,5,7,91,1,50,Yes,Medium,79.3,15.86,29.3,1
110,1,17,4,8,97,3,46,No,Low,74.5,18.625,28.5,1
111,0,20,8,8,67,6,92,No,Medium,86.9,10.8625,-5.099999999999994,2
112,1,17,8,8,67,0,49,No,High,83.7,10.4625,34.7,1
113,0,20,1,5,65,1,81,No,Medium,63.9,63.9,-17.1,1
114,0,17,9,4,73,8,91,No,High,99.3,11.033333333333331,8.299999999999997,2
115,1,18,5,7,91,9,73,Yes,Low,86.5,17.3,13.5,2
116,0,21,4,5,94,6,42,No,High,70.0,17.5,28.0,1
117,1,19,6,6,69,9,47,No,High,73.5,12.25,26.5,1
118,0,20,6,7,62,6,70,No,Low,71.6,11.933333333333332,1.5999999999999943,1
119,0,21,2,7,71,5,50,Yes,High,49.3,24.65,-0.7000000000000028,0
120,1,19,8,7,90,2,84,No,Low,96.6,12.075,12.599999999999994,2
121,0,19,7,8,88,9,46,No,Medium,82.8,11.828571428571427,36.8,1
122,1,17,1,7,64,2,84,Yes,Low,57.8,57.8,-26.200000000000003,0
123,0,18,5,4,84,1,41,No,Low,71.6,14.32,30.599999999999994,1
124,1,18,6,7,90,5,45,No,High,70.0,11.666666666666666,25.0,1
125,1,21,4,8,80,3,80,Yes,Medium,81.0,20.25,1.0,1
126,0,18,2,7,79,4,71,No,Low,71.1,35.55,0.0999999999999943,1
127,0,20,4,6,98,2,59,No,Medium,78.0,19.5,19.0,1
128,1,18,1,6,81,5,73,No,Medium,59.5,59.5,-13.5,0
129,0,21,7,8,63,2,89,No,High,95.5,13.642857142857142,6.5,2
130,0,18,2,4,72,7,55,No,Low,47.6,23.8,-7.399999999999999,0
131,0,20,2,4,79,8,64,Yes,High,61.3,30.65,-2.700000000000003,1
132,1,17,9,5,72,3,51,Yes,Low,84.0,9.333333333333334,33.0,1
133,1,21,5,8,76,8,46,Yes,Medium,60.2,12.04,14.200000000000005,1
134,1,17,2,7,95,6,78,No,Low,70.7,35.35,-7.299999999999997,1
135,1,17,9,8,92,2,56,No,Low,93.0,10.333333333333334,37.0,2
136,1,17,9,5,60,6,84,No,Medium,88.6,9.844444444444443,4.599999999999994,2
137,1,19,1,8,74,0,50,Yes,Medium,39.2,39.2,-10.799999999999995,0
138,1,19,3,8,72,2,45,No,Low,44.6,14.866666666666667,-0.3999999999999986,0
139,1,17,4,5,76,5,62,No,High,74.6,18.65,12.599999999999994,1
140,1,21,7,4,83,3,66,No,Low,87.3,12.471428571428572,21.3,2
141,0,20,4,7,67,6,85,Yes,Medium,72.1,18.025,-12.900000000000006,1
142,1,20,2,5,86,2,45,Yes,High,51.8,25.9,6.799999999999997,0
143,0,18,7,6,82,0,77,No,Medium,97.4,13.914285714285716,20.40000000000001,2
144,0,21,6,4,67,8,41,No,Medium,73.5,12.25,32.5,1
145,0,19,3,6,67,5,61,No,High,55.5,18.5,-5.5,0
146,1,17,6,4,85,7,59,Yes,Medium,72.1,12.016666666666666,13.099999999999994,1
147,1,18,6,7,72,2,64,Yes,Medium,79.2,13.2,15.200000000000005,1
148,1,20,5,7,98,7,54,Yes,Medium,82.0,16.4,28.0,1
149,1,19,4,8,96,1,88,No,Medium,75.0,18.75,-13.0,1
150,0,19,1,6,87,3,68,Yes,Medium,61.3,61.3,-6.700000000000003,1
151,1,17,6,4,84,2,47,No,Medium,66.0,11.0,19.0,1
152,1,20,2,7,75,9,76,No,Medium,56.9,28.45,-19.1,0
153,1,21,3,5,61,0,88,Yes,Medium,71.5,23.83333333333333,-16.5,1
154,1,19,8,7,77,6,91,No,Medium,91.5,11.4375,0.5,2
155,1,17,6,5,76,9,72,Yes,Low,77.6,12.933333333333332,5.599999999999994,1
156,0,21,3,4,89,1,61,No,Low,73.1,24.366666666666664,12.099999999999994,1
157,1,20,7,7,98,3,89,No,Medium,102.0,14.571428571428571,13.0,2
158,0,19,4,7,72,8,86,Yes,Low,75.0,18.75,-11.0,1
159,1,21,9,4,91,5,44,No,High,91.9,10.211111111111112,47.900000000000006,2
160,0,21,5,7,88,7,78,No,Low,87.6,17.52,9.599999999999994,2
161,1,21,3,5,89,1,57,No,Medium,62.5,20.83333333333333,5.5,1
162,1,19,2,7,77,6,77,No,Medium,54.9,27.45,-22.1,0
163,0,19,2,6,72,5,93,No,Low,62.8,31.4,-30.200000000000003,1
164,0,18,3,8,80,8,92,No,Medium,81.8,27.266666666666666,-10.200000000000005,1
165,0,20,2,5,89,6,76,No,High,60.1,30.05,-15.9,1
166,1,17,4,6,80,0,69,No,High,77.6,19.4,8.599999999999994,1
167,0,21,2,4,76,7,90,Yes,Medium,66.8,33.4,-23.200000000000003,1
168,1,18,9,5,99,9,70,Yes,High,111.7,12.411111111111111,41.7,2
169,1,17,2,8,78,2,49,No,High,44.0,22.0,-5.0,0
170,0,18,9,8,74,1,54,No,Low,95.8,10.644444444444444,41.8,2
171,0,19,6,4,68,2,81,Yes,High,82.8,13.8,1.7999999999999972,1
172,1,21,1,4,69,5,87,No,Low,62.5,62.5,-24.5,1
173,1,17,4,5,90,2,83,Yes,Medium,77.2,19.3,-5.799999999999997,1
174,0,17,1,7,82,9,57,Yes,Low,42.4,42.4,-14.6,0
175,0,17,6,4,89,4,62,Yes,Medium,87.5,14.583333333333334,25.5,2
176,0,17,4,7,92,5,72,No,Medium,77.4,19.35,5.400000000000006,1
177,1,17,3,6,68,7,55,No,Medium,50.4,16.8,-4.600000000000001,0
178,1,18,3,8,60,6,93,No,Medium,72.2,24.066666666666663,-20.8,1
179,1,21,9,7,94,7,77,Yes,Medium,102.0,11.333333333333334,25.0,2
180,1,19,6,8,70,2,74,Yes,Low,76.6,12.766666666666666,2.5999999999999943,1
181,1,19,9,7,93,3,73,Yes,Medium,96.1,10.677777777777775,23.099999999999994,2
182,1,19,5,6,75,5,67,No,High,68.3,13.66,1.2999999999999972,1
183,0,19,2,4,68,6,41,Yes,High,52.8,26.4,11.799999999999995,0
184,1,18,8,6,91,8,69,Yes,Medium,92.9,11.6125,23.90000000000001,2
185,1,20,5,4,74,0,52,No,High,63.0,12.6,11.0,1
186,1,21,2,4,71,7,80,Yes,Low,71.3,35.65,-8.700000000000003,1
187,0,17,4,8,92,7,55,Yes,Low,74.6,18.65,19.599999999999994,1
188,1,20,9,6,73,5,44,No,Medium,75.5,8.38888888888889,31.5,1
189,1,19,4,7,67,3,94,No,Medium,76.7,19.175,-17.299999999999997,1
190,0,20,4,6,67,2,67,Yes,Medium,71.9,17.975,4.900000000000006,1
191,1,21,2,8,86,2,92,No,High,66.6,33.3,-25.40000000000001,1
192,1,17,6,4,71,5,78,Yes,High,86.5,14.416666666666666,8.5,2
193,1,17,2,8,60,7,84,No,Low,63.6,31.8,-20.4,1
194,1,21,7,5,99,6,59,Yes,High,90.3,12.9,31.3,2
195,1,21,3,5,70,0,63,No,Low,63.2,21.066666666666663,0.2000000000000028,1
196,0,19,3,7,98,5,66,Yes,High,74.8,24.933333333333334,8.799999999999997,1
197,0,17,5,8,90,6,69,No,Low,82.6,16.52,13.599999999999994,1
198,0,20,3,7,76,6,84,No,Medium,68.4,22.8,-15.599999999999994,1
199,1,18,2,7,92,8,66,No,High,64.0,32.0,-2.0,1
200,1,18,9,5,91,9,65,No,Low,105.3,11.7,40.3,2
201,1,21,2,7,88,4,46,No,High,47.8,23.9,1.7999999999999972,0
202,0,19,2,5,80,0,81,No,Medium,65.4,32.7,-15.599999999999994,1
203,1,18,8,4,80,1,86,No,Low,88.4,11.05,2.4000000000000057,2
204,1,17,9,8,99,3,92,Yes,High,105.5,11.72222222222222,13.5,2
205,0,21,7,7,82,4,77,Yes,High,92.4,13.2,15.400000000000006,2
206,1,20,3,5,65,8,44,No,Medium,42.1,14.033333333333331,-1.8999999999999984,0
207,0,21,9,6,81,0,62,No,Medium,91.1,10.122222222222222,29.099999999999994,2
208,0,20,3,7,97,2,67,Yes,Low,62.9,20.966666666666665,-4.100000000000001,1
209,0,21,5,4,96,4,73,Yes,High,75.0,15.0,2.0,1
210,1,21,9,4,67,2,92,No,High,97.9,10.877777777777778,5.900000000000006,2
211,1,21,3,6,94,3,54,Yes,Medium,57.8,19.266666666666666,3.799999999999997,0
212,1,20,7,5,70,2,71,Yes,Medium,76.4,10.914285714285716,5.400000000000006,1
213,1,20,1,7,83,3,65,No,Low,59.9,59.9,-5.100000000000001,0
214,1,21,4,5,80,0,87,No,High,75.8,18.95,-11.200000000000005,1
215,1,18,4,4,61,7,70,No,High,58.3,14.575,-11.700000000000005,0
216,1,19,7,5,99,3,58,Yes,Low,83.9,11.985714285714286,25.90000000000001,1
217,0,19,8,4,78,6,48,No,Low,89.6,11.2,41.6,2
218,1,19,1,5,98,1,68,No,Medium,61.6,61.6,-6.399999999999999,1
219,0,20,5,6,87,1,93,Yes,Medium,88.3,17.66,-4.700000000000003,2
220,1,20,7,8,76,5,90,No,Low,99.8,14.257142857142856,9.799999999999995,2
221,1,18,4,6,65,1,78,Yes,Low,65.7,16.425,-12.299999999999995,1
222,1,19,4,6,78,5,43,Yes,High,57.6,14.4,14.6,0
223,0,19,4,8,97,1,42,Yes,Low,55.9,13.975,13.9,0
224,0,21,6,8,87,3,68,Yes,Low,82.3,13.716666666666669,14.299999999999995,1
225,0,20,7,7,61,6,91,Yes,High,97.7,13.957142857142856,6.700000000000003,2
226,0,19,2,7,97,7,50,Yes,Low,51.1,25.55,1.1000000000000014,0
227,1,18,5,6,96,2,72,No,Medium,75.6,15.12,3.5999999999999943,1
228,0,18,4,6,63,8,77,No,Medium,69.7,17.425,-7.299999999999997,1
229,1,19,3,4,81,1,50,No,High,63.3,21.1,13.299999999999995,1
230,1,20,7,4,85,7,66,Yes,Low,76.9,10.985714285714286,10.900000000000006,1
231,0,18,6,7,95,7,72,No,Medium,85.3,14.216666666666669,13.299999999999995,2
232,0,21,7,7,72,3,60,Yes,Medium,80.6,11.514285714285714,20.599999999999994,1
233,0,18,5,4,91,0,78,No,Medium,91.5,18.3,13.5,2
234,0,17,6,4,76,0,70,Yes,Medium,82.8,13.8,12.799999999999995,1
235,0,17,5,5,95,1,77,No,Low,89.3,17.86,12.299999999999995,2
236,0,20,7,5,78,8,85,Yes,Low,85.4,12.2,0.4000000000000057,2
237,0,19,2,4,94,1,41,No,Low,44.6,22.3,3.6000000000000014,0
238,0,20,5,5,99,1,66,Yes,Low,90.1,18.02,24.099999999999994,2
239,1,20,6,8,87,5,75,No,Medium,88.1,14.683333333333332,13.099999999999994,2
240,0,20,6,7,60,6,50,Yes,High,58.0,9.666666666666666,8.0,0
241,0,20,5,7,77,6,86,No,High,76.5,15.3,-9.5,1
242,1,21,7,4,99,8,57,No,Medium,81.5,11.642857142857142,24.5,1
243,0,21,8,6,92,5,40,No,Medium,86.6,10.825,46.6,2
244,1,18,7,4,71,7,74,Yes,High,88.9,12.7,14.900000000000006,2
245,1,17,5,5,67,5,74,Yes,High,71.7,14.34,-2.299999999999997,1
246,0,20,1,6,83,1,70,Yes,Medium,50.9,50.9,-19.1,0
247,1,18,5,5,75,0,67,Yes,Medium,70.3,14.06,3.299999999999997,1
248,1,17,2,8,63,4,78,Yes,Low,69.1,34.55,-8.900000000000006,1
249,1,19,5,5,97,8,40,No,Low,78.1,15.62,38.1,1
250,1,21,5,8,86,7,64,Yes,High,80.4,16.080000000000002,16.400000000000006,1
251,0,17,2,8,68,3,82,No,Medium,56.2,28.1,-25.8,0
252,1,19,5,5,75,4,77,No,High,86.3,17.259999999999998,9.299999999999995,2
253,0,17,4,5,71,4,59,Yes,Low,62.9,15.725,3.899999999999999,1
254,1,21,1,8,90,5,42,No,Low,50.8,50.8,8.799999999999997,0
255,1,21,3,6,83,2,90,Yes,High,78.9,26.3,-11.099999999999994,1
256,1,18,1,8,73,4,41,Yes,Low,46.3,46.3,5.299999999999997,0
257,1,20,5,7,84,1,57,Yes,Medium,72.0,14.4,15.0,1
258,0,17,4,8,93,9,83,No,High,86.1,21.525,3.0999999999999943,2
259,0,17,7,6,62,0,49,Yes,Medium,67.2,9.6,18.200000000000003,1
260,1,19,5,7,83,0,44,Yes,Medium,62.5,12.5,18.5,1
261,1,21,4,4,68,9,48,Yes,Low,50.6,12.65,2.6000000000000014,0
262,0,17,2,4,85,6,41,No,Medium,53.9,26.95,12.9,0
263,1,21,4,6,79,1,73,Yes,High,74.9,18.725,1.9000000000000057,1
264,1,17,2,8,99,3,77,No,Medium,78.5,39.25,1.5,1
265,1,18,8,5,69,4,70,No,Medium,95.7,11.9625,25.700000000000003,2
266,0,20,3,6,78,6,49,Yes,Medium,66.0,22.0,17.0,1
267,0,17,9,7,62,1,89,No,Medium,89.2,9.911111111111111,0.2000000000000028,2
268,0,21,4,7,83,5,51,No,Medium,62.3,15.575,11.299999999999995,1
269,1,18,6,4,64,0,75,Yes,Low,84.2,14.033333333333331,9.200000000000005,1
270,1,17,5,7,62,6,93,Yes,High,71.8,14.36,-21.200000000000003,1
271,0,19,1,6,86,8,60,Yes,Low,51.8,51.8,-8.200000000000003,0
272,0,20,9,7,75,4,88,No,High,97.7,10.855555555555556,9.700000000000005,2
273,0,17,1,6,74,4,86,Yes,High,66.6,66.6,-19.40000000000001,1
274,0,18,8,5,94,3,45,No,High,86.2,10.775,41.2,2
275,1,19,9,4,71,2,87,No,High,107.1,11.9,20.099999999999994,2
276,0,18,9,7,85,8,88,No,High,113.7,12.633333333333333,25.700000000000003,2
277,1,18,1,6,93,4,42,No,Medium,49.7,49.7,7.700000000000003,0
278,0,19,2,8,82,7,49,No,Low,51.2,25.6,2.200000000000003,0
279,1,18,1,4,90,8,44,Yes,Low,42.6,42.6,-1.3999999999999986,0
280,0,19,2,5,79,4,85,Yes,Medium,67.7,33.85,-17.299999999999997,1
281,0,17,8,6,71,9,65,No,High,84.3,10.5375,19.3,1
282,0,19,5,5,82,8,60,No,Low,71.6,14.32,11.599999999999994,1
283,0,19,7,5,63,1,84,Yes,Medium,78.5,11.214285714285714,-5.5,1
284,1,20,2,7,82,8,65,Yes,Medium,65.6,32.8,0.5999999999999943,1
285,0,19,8,7,60,3,77,No,Low,83.8,10.475,6.799999999999997,1
286,1,19,6,6,84,5,83,No,Low,96.4,16.066666666666666,13.400000000000006,2
287,1,17,8,8,61,5,65,Yes,High,81.3,10.1625,16.299999999999997,1
288,1,20,1,6,89,5,47,Yes,High,53.5,53.5,6.5,0
289,1,21,1,8,62,1,44,No,Low,46.2,46.2,2.200000000000003,0
290,0,17,7,5,80,6,54,Yes,High,81.6,11.657142857142857,27.599999999999994,1
291,1,17,8,4,84,5,55,Yes,Medium,81.2,10.15,26.200000000000003,1
292,1,21,3,6,79,0,40,No,High,62.7,20.9,22.700000000000003,1
293,1,19,5,6,81,1,55,No,High,78.3,15.66,23.3,1
294,0,18,1,8,80,6,76,No,Medium,57.4,57.4,-18.6,0
295,0,20,7,5,92,0,42,Yes,High,70.4,10.05714285714286,28.40000000000001,1
296,0,18,5,5,97,0,91,No,Medium,99.5,19.9,8.5,2
297,0,21,8,8,74,0,86,Yes,High,97.6,12.2,11.599999999999994,2
298,1,17,8,5,74,7,70,No,Low,81.2,10.15,11.200000000000005,1
299,1,17,9,7,84,3,52,No,High,90.0,10.0,38.0,2
300,0,20,7,4,80,3,55,Yes,Low,71.0,10.142857142857142,16.0,1
301,1,17,1,6,83,1,94,Yes,Low,60.5,60.5,-33.5,1
302,1,17,3,4,64,0,82,No,Low,68.0,22.666666666666668,-14.0,1
303,1,20,8,6,65,9,60,No,Low,81.5,10.1875,21.5,1
304,0,20,3,7,82,8,41,Yes,Low,49.0,16.333333333333332,8.0,0
305,0,21,8,5,63,6,93,No,Medium,94.1,11.7625,1.0999999999999943,2
306,1,17,1,8,86,3,66,Yes,Medium,52.2,52.2,-13.799999999999995,0
307,0,17,5,7,77,5,77,Yes,Medium,68.9,13.78,-8.099999999999994,1
308,0,21,4,4,80,1,65,No,Low,69.0,17.25,4.0,1
309,0,19,5,8,87,6,77,Yes,High,84.9,16.98,7.900000000000006,1
310,0,19,8,5,94,1,85,Yes,Medium,109.2,13.65,24.200000000000003,2
311,0,19,4,7,81,9,64,Yes,High,64.9,16.225,0.9000000000000057,1
312,1,21,4,8,99,7,50,No,High,76.7,19.175,26.700000000000003,1
313,0,17,3,7,82,7,47,Yes,Low,67.4,22.46666666666667,20.40000000000001,1
314,1,21,7,7,62,0,47,No,Low,77.4,11.05714285714286,30.40000000000001,1
315,1,21,3,5,99,7,72,No,Low,77.5,25.83333333333333,5.5,1
316,0,19,3,6,69,1,92,No,Medium,77.5,25.83333333333333,-14.5,1
317,1,18,5,8,84,5,46,Yes,Low,65.6,13.12,19.599999999999994,1
318,1,17,5,5,67,0,77,Yes,Medium,77.9,15.580000000000002,0.9000000000000057,1
319,1,19,6,7,70,4,60,No,Medium,75.0,12.5,15.0,1
320,0,18,8,5,64,6,47,No,Medium,74.0,9.25,27.0,1
321,0,18,6,6,96,9,90,Yes,Medium,100.8,16.8,10.799999999999995,2
322,1,20,1,8,97,0,93,No,Low,78.3,78.3,-14.700000000000005,1
323,0,17,8,6,88,1,60,No,Medium,98.4,12.3,38.400000000000006,2
324,0,18,8,4,64,6,59,Yes,Low,84.8,10.6,25.8,1
325,0,19,9,8,68,5,47,No,Low,88.2,9.8,41.2,2
326,0,20,9,6,61,2,85,Yes,Medium,87.3,9.7,2.299999999999997,2
327,1,17,2,7,60,9,70,Yes,Low,61.0,30.5,-9.0,1
328,1,21,2,8,99,1,89,No,High,69.3,34.65,-19.700000000000003,1
329,0,19,3,8,89,9,68,Yes,Low,60.9,20.3,-7.100000000000001,1
330,0,18,1,5,70,3,87,Yes,Low,59.8,59.8,-27.200000000000003,0
331,1,18,4,7,87,2,48,Yes,Medium,73.3,18.325,25.3,1
332,1,19,4,4,71,6,54,No,Medium,56.9,14.225,2.8999999999999986,0
333,0,18,9,6,98,7,69,No,Low,98.0,10.88888888888889,29.0,2
334,1,20,9,5,85,1,65,No,Medium,99.5,11.055555555555555,34.5,2
335,0,17,9,6,72,9,49,Yes,High,78.2,8.68888888888889,29.200000000000003,1
336,0,20,7,4,67,6,68,Yes,High,84.3,12.042857142857144,16.299999999999997,1
337,1,18,2,4,87,7,93,No,Medium,75.3,37.65,-17.700000000000003,1
338,1,21,5,8,89,5,55,No,Low,72.7,14.54,17.700000000000003,1
339,0,17,4,4,68,5,75,Yes,High,61.4,15.35,-13.6,1
340,0,17,8,6,98,9,59,No,High,88.0,11.0,29.0,2
341,1,19,2,7,90,0,84,No,Low,67.6,33.8,-16.400000000000006,1
